"","sex","age","degree","income","income_vs_average","satisfaction","happy"
"2756","Male",48,"Less than high school",12,"Below average","Not satisfied","Very happy"
"2757","Male",74,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2758","Male",35,"Bachelors",12,"Average","Pretty satisfied","Very happy"
"2759","Male",67,"associate/junior college",1,"Below average","More of less satisfied","Not too happy"
"2760","Male",40,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"2761","Male",68,"Hight school",7,"Far below average","Not satisfied","Pretty happy"
"2762","Female",67,"Hight school",11,"Below average","More of less satisfied","Pretty happy"
"2763","Male",37,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2764","Male",48,"Bachelors",12,"Average","Not satisfied","Not too happy"
"2765","Female",85,"Graduate",12,"Average","More of less satisfied","Not too happy"
"2766","Female",73,"Hight school",10,"Below average","More of less satisfied","Pretty happy"
"2767","Female",35,"Hight school",10,"Far below average","More of less satisfied","Pretty happy"
"2768","Male",71,"associate/junior college",12,"Average","Pretty satisfied","Very happy"
"2769","Female",28,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2770","Female",61,"Hight school",12,"Below average","Not satisfied","Very happy"
"2771","Male",63,"Bachelors",12,"Below average","More of less satisfied","Pretty happy"
"2772","Male",37,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"2773","Female",36,"Less than high school",1,"Far below average","Not satisfied","Pretty happy"
"2774","Male",30,"Graduate",12,"Far above average","Pretty satisfied","Very happy"
"2775","Female",26,"associate/junior college",1,"Far below average","Not satisfied","Not too happy"
"2776","Male",54,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2777","Male",42,"associate/junior college",12,"Average","More of less satisfied","Pretty happy"
"2778","Female",40,"Bachelors",12,"Below average","More of less satisfied","Very happy"
"2779","Female",44,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2780","Female",47,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"2781","Female",60,"Bachelors",12,"Average","Pretty satisfied","Pretty happy"
"2782","Female",30,"Hight school",9,"Below average","Not satisfied","Not too happy"
"2783","Female",38,"Graduate",12,"Average","Not satisfied","Pretty happy"
"2784","Male",75,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2785","Female",22,"associate/junior college",12,"Below average","Not satisfied","Pretty happy"
"2786","Male",67,"Bachelors",12,"Below average","More of less satisfied","Pretty happy"
"2787","Male",40,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2788","Female",26,"Graduate",5,"Below average","Not satisfied","Pretty happy"
"2789","Male",44,"Bachelors",6,"Below average","Pretty satisfied","Pretty happy"
"2790","Male",67,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"2791","Female",42,"associate/junior college",12,"Below average","Not satisfied","Pretty happy"
"2792","Male",33,"Hight school",12,"Average","More of less satisfied","Not too happy"
"2793","Male",81,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"2794","Male",77,"Hight school",12,"Average","More of less satisfied","Not too happy"
"2795","Female",53,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2796","Female",37,"Hight school",2,"Above average","More of less satisfied","Not too happy"
"2797","Female",29,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2798","Female",31,"Hight school",9,"Below average","Not satisfied","Pretty happy"
"2799","Female",26,"Graduate",12,"Average","Pretty satisfied","Very happy"
"2800","Male",48,"Hight school",3,"Average","Pretty satisfied","Very happy"
"2801","Female",28,"Bachelors",12,"Average","More of less satisfied","Not too happy"
"2802","Female",64,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"2803","Female",74,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"2804","Female",33,"Less than high school",12,"Far below average","Not satisfied","Not too happy"
"2805","Male",20,"Hight school",5,"Average","Pretty satisfied","Very happy"
"2806","Female",64,"Bachelors",12,"Average","Pretty satisfied","Not too happy"
"2807","Female",50,"Hight school",1,"Far below average","More of less satisfied","Pretty happy"
"2808","Female",63,"Hight school",12,"Below average","More of less satisfied","Pretty happy"
"2809","Male",63,"associate/junior college",9,"Far below average","More of less satisfied","Pretty happy"
"2810","Female",48,"Hight school",8,"Far below average","Not satisfied","Pretty happy"
"2811","Male",29,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2812","Male",53,"Bachelors",12,"Below average","More of less satisfied","Very happy"
"2813","Female",62,"Hight school",10,"Far below average","Not satisfied","Pretty happy"
"2814","Female",43,"Less than high school",1,"Average","More of less satisfied","Pretty happy"
"2815","Female",33,"Hight school",10,"Far below average","Not satisfied","Pretty happy"
"2816","Male",40,"Bachelors",11,"Average","More of less satisfied","Pretty happy"
"2817","Female",60,"Hight school",9,"Far below average","Not satisfied","Very happy"
"2818","Male",71,"Bachelors",9,"Below average","Not satisfied","Not too happy"
"2819","Female",35,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"2820","Female",32,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"2821","Male",50,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"2822","Female",25,"Hight school",8,"Far below average","Not satisfied","Pretty happy"
"2823","Male",67,"Graduate",9,"Below average","More of less satisfied","Very happy"
"2824","Male",39,"Graduate",12,"Average","Not satisfied","Not too happy"
"2825","Male",45,"Hight school",12,"Average","Not satisfied","Pretty happy"
"2826","Male",73,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"2827","Female",56,"Hight school",12,"Below average","Not satisfied","Not too happy"
"2828","Female",45,"Hight school",12,"Average","More of less satisfied","Very happy"
"2829","Male",52,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"2830","Female",84,"Hight school",12,"Below average","Pretty satisfied","Pretty happy"
"2831","Male",43,"Less than high school",10,"Below average","Not satisfied","Pretty happy"
"2832","Female",60,"Less than high school",12,"Below average","More of less satisfied","Pretty happy"
"2833","Female",75,"Bachelors",2,"Below average","Not satisfied","Pretty happy"
"2834","Male",68,"Bachelors",12,"Average","More of less satisfied","Very happy"
"2835","Male",34,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2836","Male",31,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2837","Female",65,"Bachelors",10,"Far below average","Not satisfied","Not too happy"
"2838","Male",79,"Bachelors",11,"Average","More of less satisfied","Very happy"
"2839","Male",39,"Bachelors",12,"Average","More of less satisfied","Very happy"
"2840","Male",44,"Bachelors",12,"Average","Pretty satisfied","Pretty happy"
"2841","Female",80,"Bachelors",12,"Below average","More of less satisfied","Not too happy"
"2842","Male",64,"Hight school",12,"Above average","More of less satisfied","Very happy"
"2843","Female",45,"Bachelors",12,"Average","Not satisfied","Not too happy"
"2844","Male",34,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2845","Female",85,"Less than high school",11,"Below average","Not satisfied","Pretty happy"
"2846","Male",43,"Bachelors",12,"Average","More of less satisfied","Very happy"
"2847","Female",48,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2848","Male",50,"Hight school",10,"Average","More of less satisfied","Very happy"
"2849","Male",37,"Bachelors",12,"Far above average","More of less satisfied","Pretty happy"
"2850","Male",57,"Graduate",12,"Far above average","Not satisfied","Pretty happy"
"2851","Male",68,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"2852","Female",65,"Bachelors",12,"Above average","More of less satisfied","Not too happy"
"2853","Male",26,"associate/junior college",12,"Average","More of less satisfied","Very happy"
"2854","Male",59,"Hight school",12,"Average","More of less satisfied","Very happy"
"2855","Female",63,"Hight school",12,"Below average","Not satisfied","Not too happy"
"2856","Female",35,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"2857","Male",54,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2858","Male",31,"Bachelors",12,"Above average","Pretty satisfied","Very happy"
"2859","Male",35,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"2860","Female",26,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"2861","Male",77,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2862","Male",33,"Bachelors",12,"Above average","Not satisfied","Not too happy"
"2863","Female",25,"Bachelors",12,"Average","More of less satisfied","Very happy"
"2864","Male",28,"Less than high school",12,"Above average","Pretty satisfied","Pretty happy"
"2865","Male",35,"Bachelors",12,"Average","More of less satisfied","Pretty happy"
"2866","Female",32,"Graduate",12,"Average","Pretty satisfied","Pretty happy"
"2867","Female",26,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2868","Female",31,"Bachelors",12,"Average","More of less satisfied","Not too happy"
"2869","Male",38,"Less than high school",12,"Average","More of less satisfied","Not too happy"
"2870","Male",79,"Hight school",9,"Far below average","Not satisfied","Pretty happy"
"2871","Female",59,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"2872","Male",30,"associate/junior college",12,"Above average","More of less satisfied","Pretty happy"
"2873","Male",25,"Bachelors",12,"Above average","More of less satisfied","Pretty happy"
"2874","Female",59,"Hight school",12,"Below average","More of less satisfied","Not too happy"
"2875","Male",33,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"2876","Female",28,"Hight school",12,"Average","Pretty satisfied","Very happy"
"2877","Male",34,"Hight school",4,"Average","More of less satisfied","Pretty happy"
"2878","Male",79,"Graduate",12,"Below average","More of less satisfied","Pretty happy"
"2879","Female",74,"Hight school",12,"Average","More of less satisfied","Not too happy"
"2880","Female",24,"Bachelors",12,"Below average","Not satisfied","Pretty happy"
"2881","Male",65,"Bachelors",9,"Far above average","Pretty satisfied","Not too happy"
"2882","Male",51,"Graduate",12,"Above average","Pretty satisfied","Pretty happy"
"2883","Female",38,"Hight school",11,"Average","More of less satisfied","Very happy"
"2884","Female",25,"Graduate",12,"Above average","More of less satisfied","Very happy"
"2885","Female",65,"Less than high school",12,"Far below average","More of less satisfied","Pretty happy"
"2886","Female",28,"Graduate",12,"Above average","More of less satisfied","Pretty happy"
"2887","Female",32,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2888","Male",51,"Graduate",12,"Average","Not satisfied","Not too happy"
"2889","Male",44,"Bachelors",12,"Average","Pretty satisfied","Very happy"
"2890","Male",34,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2891","Male",70,"Hight school",12,"Average","More of less satisfied","Pretty happy"
"2892","Male",76,"associate/junior college",12,"Above average","More of less satisfied","Pretty happy"
"2893","Male",71,"Hight school",12,"Above average","Pretty satisfied","Pretty happy"
"2894","Female",54,"Bachelors",11,"Below average","Not satisfied","Pretty happy"
"2895","Female",30,"Graduate",12,"Above average","Pretty satisfied","Very happy"
"2896","Male",26,"Hight school",12,"Below average","Not satisfied","Pretty happy"
"2897","Male",47,"associate/junior college",12,"Below average","More of less satisfied","Very happy"
"2898","Female",28,"Graduate",12,"Average","More of less satisfied","Pretty happy"
"2899","Male",70,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2900","Female",64,"Graduate",12,"Average","More of less satisfied","Not too happy"
"2901","Male",24,"Bachelors",10,"Above average","More of less satisfied","Pretty happy"
"2902","Female",63,"Hight school",12,"Above average","More of less satisfied","Pretty happy"
"2903","Female",33,"Hight school",10,"Average","Not satisfied","Pretty happy"
"2904","Male",54,"Bachelors",12,"Average","Pretty satisfied","Very happy"
"2905","Male",35,"Hight school",12,"Far below average","Not satisfied","Pretty happy"
"2906","Female",30,"Bachelors",12,"Above average","Pretty satisfied","Pretty happy"
"2907","Female",41,"Bachelors",12,"Below average","Not satisfied","Not too happy"
"2908","Female",58,"Hight school",12,"Average","Pretty satisfied","Pretty happy"
"2909","Female",57,"associate/junior college",12,"Average","Pretty satisfied","Very happy"
"2910","Female",56,"Bachelors",12,"Below average","More of less satisfied","Pretty happy"
"2911","Female",53,"Hight school",12,"Far below average","Not satisfied","Not too happy"
